date,size,momentum,low_volatility
2022-02-28,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-03-31,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-04-30,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-05-31,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-06-30,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-07-31,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-08-31,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-09-30,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-10-31,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-11-30,0.2727272727272727,0.45454545454545453,0.2727272727272727
2022-12-31,0.2727272727272727,0.45454545454545453,0.2727272727272727
2023-01-31,0.2727272727272727,0.45454545454545453,0.2727272727272727
2023-02-28,0.5332981958895983,0.09000158434922792,0.37670021976117396
2023-03-31,0.5270205359141719,0.037247468567189815,0.4357319955186382
2023-04-30,0.5562555509753431,0.024478456762569385,0.41926599226208755
2023-05-31,0.5297683282140406,0.007570608169872666,0.4626610636160868
2023-06-30,0.5192275782216956,0.04716609040695057,0.4336063313713538
2023-07-31,0.5346524037056338,0.019407316199921937,0.4459402800944444
2023-08-31,0.4459801949809379,-0.06657087017885888,0.4874489348402032
2023-09-30,0.4706422370369722,-0.01662693865242729,0.5127308243106005
2023-10-31,0.45585338561091765,-0.001315942640863584,0.5428306717482188
2023-11-30,0.4303017806937162,-0.045196693625883834,0.5245015256804
2023-12-31,0.458563120400775,-0.025585527546909022,0.515851352052316
2024-01-31,0.4715748154300573,0.004091896039783587,0.5243332885301591
2024-02-29,0.4228693277748458,0.013387375277823814,0.5637432969473304
2024-03-31,0.4526790398527783,-0.04428487943879606,0.5030360807084256
2024-04-30,0.4904363526970447,-0.006472693919262472,0.5030909533836928
2024-05-31,0.4773298768670302,0.054576226705304424,0.46809389642766547
2024-06-30,0.442057319111929,0.017222091961216823,0.540720588926854
2024-07-31,0.3720851360799801,0.14839171406771845,0.4795231498523015
2024-08-31,0.37904222180249836,0.10406465587486577,0.5168931223226361
2024-09-30,0.36027782973715744,0.10527739906427916,0.5344447711985635
2024-10-31,0.4142384173728065,-0.060262729224561495,0.5254988534026321
2024-11-30,0.4319142940274399,-0.0537999345638938,0.5142857714086663
2024-12-31,0.45080910692022363,-0.06104476090430134,0.48814613217547503
2025-01-31,0.47510320132862666,0.0189201539388321,0.5059766447325413
2025-02-28,0.43790072394287816,0.07315615941261626,0.4889431166445055
2025-03-31,0.4613935456804913,0.05911465182972726,0.4794918024897814
2025-04-30,0.4438462836976307,0.05847086575110171,0.4976828505512677
2025-05-31,0.43024021863752004,0.05718540292565986,0.5125743784368201
2025-06-30,0.4205742412178211,0.03722203085014536,0.5422037279320334
2025-07-31,0.41353240716982265,0.1046711986604375,0.48179639416973974
2025-08-31,0.4337691386534274,0.14147306546187385,0.42475779588469875
2025-09-30,0.43603034692434733,0.17172649315562694,0.39224315992002573
2025-10-31,0.4616211470718307,0.17325796358607537,0.36512088934209386
2025-11-30,0.453810745128737,0.169697923302887,0.376491331568376
2025-12-31,0.4438781718968755,0.140887962862058,0.41523386524106637
2026-01-31,0.42746769990681904,0.194630118126021,0.3779021819671601
2026-02-28,0.46641936764162045,0.21415470597025232,0.31942592638812706
2026-03-31,0.43990467584010245,0.22057998564226208,0.3395153385176355
2026-04-30,0.43286883063723475,0.17821401240014104,0.3889171569626242
2026-05-31,0.43322569140513373,0.22274959943391093,0.34402470916095523
2026-06-30,0.4440966363068006,0.23154468087664073,0.32435868281655866
2026-07-31,0.47882767469697657,0.2429384390469209,0.2782338862561025
