date,gross_return,transaction_cost,net_return,benchmark_return
2022-02-28,0.022640953235980914,0.0013000000000000002,0.021340953235980915,0.03432093607321818
2022-03-31,-0.013640812345253482,0.0007708534387557302,-0.014411665784009212,-0.08349068265949033
2022-04-30,-0.044496309734240624,0.0006501732828249653,-0.045146483017065586,-0.05525262250903806
2022-05-31,0.02032920719864836,0.000630999269629383,0.01969820792901898,0.05789681506539335
2022-06-30,0.012192416662173376,0.0006598986542200671,0.011532518007953308,0.08201382273973756
2022-07-31,-0.0020176646986564857,0.0006330740735868754,-0.002650738772243361,-0.028641802808742844
2022-08-31,0.02696501782143234,0.000696440488304834,0.026268577333127506,-0.004024187843148952
2022-09-30,-0.012878801494518675,0.0009319914145291043,-0.013810792909047779,-0.06093535907369663
2022-10-31,0.01202921477683723,0.00048790052046931667,0.011541314256367913,-0.02084918901472743
2022-11-30,0.06384462087532781,0.00048809682579882964,0.06335652404952899,0.08123680122749466
2022-12-31,-0.016637555750038564,0.0007091235838376173,-0.01734667933387618,-0.017859761722765377
2023-01-31,0.032230312848657905,0.0004378519110694166,0.03179246093758849,0.07465214184836966
2023-02-28,0.008604432168961007,0.0012242989529726845,0.007380133215988322,0.025717427640502555
2023-03-31,0.046603199122382366,0.0006579311117866944,0.045945268010595675,0.03924729965823892
2023-04-30,0.043801663962239445,0.0007644379957758996,0.043037225966463546,0.02268758547963423
2023-05-31,0.009739984731262417,0.0008052761390258437,0.008934708592236574,-0.030991354565507168
2023-06-30,-0.0060070965244944366,0.0006325927291972468,-0.006639689253691683,0.01612050100400375
2023-07-31,0.08690655493684253,0.00031113904595444776,0.08659541589088808,0.036049788983052666
2023-08-31,-0.05661458098152971,0.0012676127879665702,-0.05788219376949628,-0.05234336810575957
2023-09-30,0.010250847491731004,0.0010871483074251169,0.009163699184305887,-0.009633065701155075
2023-10-31,-0.005010956038150213,0.0003695087291447828,-0.0053804647672949955,-0.024311517527174753
2023-11-30,-0.020945988265282628,0.0006599134133295272,-0.021605901678612156,-0.005418336307113969
2023-12-31,0.0037582705793388904,0.0002099822860564336,0.0035482882932824566,-0.0052602853715492115
2024-01-31,-0.010554882256739784,0.0007221186944955695,-0.011277000951235353,-0.07939091948518207
2024-02-29,0.07991573088607933,0.00041151260125596944,0.07950421828482336,0.12407299027334551
2024-03-31,0.017938681424872795,0.0010529943564406834,0.01688568706843211,0.015664558279192775
2024-04-30,0.009367230896593512,0.0003769289237070263,0.008990301972886486,0.024140783718621828
2024-05-31,0.03845383273013305,0.0004947274064164008,0.03795910532371665,0.0002735571223726474
2024-06-30,-0.015968882422265972,0.0005911130197362751,-0.01655999544200225,-0.02063131525530626
2024-07-31,0.01493673912027947,0.000970815198356997,0.013965923921922472,0.011138330747974212
2024-08-31,-0.03674124828842126,0.0007819769888236516,-0.037523225277244915,-0.042691022706182635
2024-09-30,0.1366713194465738,0.0012119734760127458,0.13545934597056106,0.22282312634005774
2024-10-31,0.007848926155110616,0.001112263175571592,0.006736662979539024,-0.0024295446681276145
2024-11-30,0.02024597783041938,0.0011844107837321323,0.01906156704668725,0.02082752342591143
2024-12-31,0.05330584062027869,0.0007519995421335313,0.05255384107814516,0.0023438709981835615
2025-01-31,-0.04489969140524701,0.0008388752172999064,-0.04573856662254691,-0.020181179753055556
2025-02-28,-0.029724454667037374,0.0007906868902108303,-0.030515141557248205,0.02671251162332755
2025-03-31,0.029882957246641743,0.0006245424575220348,0.029258414789119707,-0.0018463453308118494
2025-04-30,0.005497407930390413,0.0007318946963031347,0.004765513234087279,-0.02989836139402502
2025-05-31,0.034514057903769046,0.0007294175618716105,0.03378464034189744,0.021084391107154765
2025-06-30,0.012121856348420628,0.0009120147827206663,0.01120984156569996,0.04992983155526631
2025-07-31,0.016005916572900337,0.0007055925546469036,0.015300324018253434,0.052972720510728655
2025-08-31,0.03826314590217508,0.0009897204001380964,0.03727342550203699,0.11866259492976883
2025-09-30,0.022889680592553745,0.001007652561082702,0.021882028031471042,0.03782648638433184
2025-10-31,0.03354377760498089,0.0004552705507293347,0.03308850705425155,0.007258894426716012
2025-11-30,-0.0022213788278256904,0.0006609538714079908,-0.002882332699233681,-0.02552758606503136
2025-12-31,-0.007103436192950702,0.0003019168462884023,-0.007405353039239104,0.03213912901331062
2026-01-31,0.03772711190921458,0.000833241380564015,0.03689387052865056,0.039793150942420974
2026-02-28,0.00890071930046346,0.0005546451752702274,0.008346074125193233,0.022438966070838395
2026-03-31,0.005951306727946238,0.00044981961174272674,0.0055014871162035114,-0.07190764487036927
2026-04-30,-0.0042928180096511535,0.0006178114591077557,-0.004910629468758909,0.06132313314932469
2026-05-31,-0.029853428265679417,0.0005104525155065568,-0.030363880781185973,-0.014650868294661445
2026-06-30,-0.0952784683622497,0.0003788852046502608,-0.09565735356689996,-0.02139899213608476
2026-07-31,0.029910760292523063,0.0007262712215579519,0.02918448907096511,-0.008940717311950563
