date,size,value,momentum,quality,low_volatility
2022-02-28,0.04717509208178761,,0.09435575368030376,,-0.0514641723904455
2022-03-31,-0.009666919938948887,,0.012154988726175112,,0.06380385985162855
2022-04-30,-0.0715551124432937,,-0.040286352854752155,,0.017252237727430793
2022-05-31,0.10215533493680146,,0.043391840390940815,,-0.07712430018295294
2022-06-30,-0.011170302908044966,,-0.04926475603762545,,-0.08859747435998487
2022-07-31,0.07269561935699193,,0.07061980319052502,,-0.025313382347368855
2022-08-31,-0.008482442799920348,,0.042226330159657086,,0.03721960851146262
2022-09-30,-0.03051833004578413,,0.07002039089693415,,0.023402705770703094
2022-10-31,0.13976117878763852,,-0.05181738565899788,,0.030524624020956525
2022-11-30,-0.07726613599963755,,-0.010452415151574537,,0.07330581276731592
2022-12-31,-0.03965102235914633,,-0.0390530036666904,,0.011141509981698765
2023-01-31,0.035721007793582005,,-0.05858207786431644,,-0.031348273470207036
2023-02-28,0.1517778154889131,,-0.10096653173957425,,0.12311197911516891
2023-03-31,0.1558500755369435,,-0.052548774179335164,,-0.08454756041428645
2023-04-30,0.046433766660506554,,0.007308335017247382,,0.005175818398294112
2023-05-31,0.06339002636759748,,0.06433163686423557,,-0.01353657208142476
2023-06-30,-0.014687185402766374,,-0.01446618776801006,,-0.0029917411926696272
2023-07-31,-0.06438394944055607,,-0.10174240897996487,,0.10464994298514751
2023-08-31,0.027455806186176324,,0.03934149220008941,,0.01935560814193965
2023-09-30,-0.006857531826475559,,0.002161511143618431,,0.0268728465314467
2023-10-31,0.00814768278529459,,-0.05476696676549546,,0.011480995884693562
2023-11-30,0.04540264599690691,,0.026012690020347933,,-0.0447015008071654
2023-12-31,0.019264198561236304,,0.011555297756706044,,-0.012463373250205611
2024-01-31,-0.1143187243905969,,0.006997982809692951,,0.1761549535669783
2024-02-29,0.10870363921602785,,0.07602256921374136,,-0.14911183615968898
2024-03-31,0.01850186960919627,,0.044118002367805505,,-0.011981327700316183
2024-04-30,-0.0031422550318209175,,0.04360096378436642,,0.016971130831989083
2024-05-31,0.00445699863885899,,-0.013189893644740346,,0.05544729603329743
2024-06-30,-0.01654283007457017,,0.06759383052352097,,-0.01440913243195843
2024-07-31,0.028136611983523203,,-0.05848321478670712,,0.012358510814394449
2024-08-31,-0.03384139037979671,,0.013785289561263209,,0.025947867991921503
2024-09-30,0.12176156878290578,,-0.19939576559690775,,-0.06579718046081426
2024-10-31,0.1219915116775569,,0.028282808318334778,,-0.07321757142419617
2024-11-30,0.05115533980584405,,-0.07402719306385959,,-0.0037453993423795517
2024-12-31,-0.02749394083237311,,0.08534321406559628,,0.0755915280819576
2025-01-31,0.02963594199152155,,0.001594087340861819,,-0.0016151649170910685
2025-02-28,0.07524469675336332,,-0.01901883438819029,,-0.054267881413987806
2025-03-31,0.010868267103045129,,0.011347123518441402,,0.04604806237307829
2025-04-30,-0.038622721506256036,,-0.001799720807936167,,0.03761558645082397
2025-05-31,0.007381019937516133,,0.0009662527831944129,,0.029638087782438476
2025-06-30,0.07783758380115628,,0.07058169337735815,,-0.12292929368219813
2025-07-31,0.014211641803320123,,-0.024296771034600838,,-0.08542277672702342
2025-08-31,0.07496356776193751,,0.16998299627042693,,-0.2045819475012185
2025-09-30,0.09348574890179348,,0.05143368725203476,,-0.09991037750027888
2025-10-31,0.011918882702709526,,-0.05304361105759248,,0.04366322923916287
2025-11-30,-0.010098264514197423,,-0.016406128132665135,,0.060095669078254074
2025-12-31,0.04294143714349692,,0.10619447487841364,,-0.0936766755769792
2026-01-31,0.07051722886637465,,0.11687179600657586,,-0.10779552796202133
2026-02-28,0.0414426485235004,,0.030265195504833073,,-0.032693980279685946
2026-03-31,-0.04610219573063686,,-0.06636451329657948,,0.12938235631344447
2026-04-30,-0.02421831998417598,,0.17872520692888302,,-0.15068413637742217
2026-05-31,-0.04876909735334285,,0.07735129152294261,,-0.07955174706526454
2026-06-30,-0.11311458920370081,,0.1494612363895898,,-0.19392706903448953
2026-07-31,0.14541483906463987,,-0.32741111731859324,,0.36207298429690093
